drugName	cui	tty
Sine-Aid IB	C0723333	BN
Sine-Aid	C0723332	BN
Sine-Off Maximum Strength	C0723334	BN
Sinemet 10-100	C1949641	BN
Sinemet 25-100	C1949635	BN
Sinemet 25-250	C1949638	BN
Sinemet CR	C0142340	BN
Sinemet	C0074559	BN
Sinequan	C0728757	BN
Sinex Long-Acting	C0723335	BN
Sinex Nasal Spray	C0723336	BN
Sinex Ultra Fine Mist	C0723337	BN
Singlet brand of APAP/chlorpheniramine/pseudoephedrine	C0723338	BN
Singulair	C0595724	BN
Sinodec	C0723339	BN
Sinografin	C0037191	BN
Sinthrome	C0699933	BN
Sinucon Pediatric	C0723341	BN
Sinucon	C0723340	BN
Sinucot	C1590513	BN
Sinufed Timecelles	C0723343	BN
Sinufed	C0723342	BN
Sinulin	C0307624	BN
Sinumed	C1590517	BN
Sinumist	C0723344	BN
Sinupan	C0723345	BN
Sinus Aid	C0723347	BN
Sinus Maximum Strength	C0723348	BN
Sinus Pain brand of acetaminophen-pseudoephedrine	C0723349	BN
Sinus Relief	C0723350	BN
Sinus brand of acetaminophen-pseudoephedrine	C0723346	BN
Sinuson II	C0723351	BN
Sinustab	C0723352	BN
Sinutab Ex-Strength	C0723353	BN
Sinutab Maximum Strength	C0723354	BN
Sinutab Non Drying	C0723356	BN
Sinutab Regular Strength	C0723357	BN
Sinutuss DM	C1170611	BN
Sinuvent	C0723358	BN
Sirolimus	C0072980	IN
Sisomicin Sulfate	C0037210	IN
Sisomicin	C0037209	IN
Sitosterols	C0037215	IN
Sitrex PD	C1873841	BN
Sitrex Reformulated Aug 2007	C1961909	BN
Sitrex	C1588401	BN
Skelaxin	C0702069	BN
Skelex	C0723360	BN
Skelid	C0592793	BN
Skullcap preparation	C0877778	IN
Sleep Aid (Diphenhydramine)	C0723363	BN
Sleep Aid (Doxylamine)	C0723364	BN
Sleep Aid with APAP	C0723365	BN
Sleep Tab II	C0723366	BN
Sleep Tabs	C0723367	BN
Sleep brand of diphenhydramine hydrochloride	C0723362	BN
Sleep-Eze-3	C0723368	BN
Sleep-ettes	C0723369	BN
Sleepia	C0594675	BN
Sleepinal	C0723370	BN
Slo-Indo	C1177021	BN
Slo-Niacin	C0723371	BN
Slo-Phyllin 125	C0723372	BN
Slo-Phyllin 250	C0939476	BN
Slo-Phyllin 80	C0723373	BN
Slo-Phyllin GG	C0723374	BN
Slo-Phyllin Gyrocaps	C1165280	BN
Slo-Phyllin	C0700044	BN
Slo-bid Gyrocaps	C0307636	BN
Slo-bid	C0700842	BN
Slofedipine XL	C0733118	BN
Slofedipine	C0594352	BN
Slofenac SR	C0731389	BN
Sloprin	C0723375	BN
Sloprolol	C0592116	BN
Slow Fe with Folic Acid	C0723376	BN
Slow Sodium	C0592117	BN
Slow Trasicor	C0600134	BN
Slow-Fe	C0592118	BN
Slow-K	C0700918	BN
Slow-Mag	C0723377	BN
Slow-Pren	C1263554	BN
Slozem	C0590682	BN
Smile Prophylaxis Paste	C1740056	BN
Sno Phenicol	C0731390	BN
Sno Pilo	C0731391	BN
Sno-Tears	C0731392	BN
Soap Sensations	C1589506	BN
Sochlor	C0723378	BN
Sodium Acetate, Anhydrous	C0887700	IN
Sodium Acetate	C0142785	IN
Sodium Ascorbate	C0887557	IN
Sodium Benzoate	C0142805	IN
Sodium Bicarbonate	C0074722	IN
Sodium Cephalothin	C0037490	IN
Sodium Chloride, Bacteriostatic	C0723379	IN
Sodium Chloride	C0037494	IN
Sodium Cyclamate	C0142830	IN
Sodium Diatrizoate	C0012007	IN
Sodium Dodecyl Sulfate	C0037506	IN
Sodium Fluorescein	C0147866	IN
Sodium Fluoride	C0037508	IN
Sodium Hyaluronate	C0087000	IN
Sodium Hydroxide	C0037517	IN
Sodium Hypochlorite	C0037518	IN
Sodium Iodide	C0037521	IN
Sodium Iothalamate	C0037523	IN
Sodium Lactate	C0142874	IN
Sodium Meclofenamate	C0025041	IN
Sodium Morrhuate	C0037530	IN
Sodium Nitrite	C0037532	IN
Sodium Nitroprusside	C0037533	IN
Sodium Oxybate	C0037537	IN
Sodium Pertechnetate Tc 99m	C0039418	IN
Sodium Phosphate, Dibasic	C0772024	IN
Sodium Phosphate, Monobasic	C0770578	IN
Sodium Phytate	C0037545	IN
Sodium Salicylate	C0037549	IN
Sodium Selenite	C0142923	IN
Sodium Stibogluconate	C0030895	IN
Sodium Sulamyd	C0723385	BN
Sodium Tetradecyl Sulfate	C0037556	IN
Sodium Tyropanoate	C0936260	IN
Sodium Valproate	C0037567	IN
Sodium alginate	C0142791	IN
Sodium aminobenzoate	C0770574	IN
Sodium bitartrate	C0301524	IN
Sodium chromate Cr51	C0304955	IN
Sodium estrone sulfate	C0304783	IN
Sodium ferric gluconate complex	C0875947	IN
Sodium gluconate	C0142853	IN
Sodium iodide I123	C0304977	IN
Sodium iodide I131	C0304982	IN
Sodium ironedetate	C0357084	IN
Sodium monofluorophosphate	C0142890	IN
Sodium phenylbutyrate	C0718066	IN
Sodium phosphate P32	C0305007	IN
Sodium polystyrene sulfonate	C0142915	IN
Sodium propionate	C0142916	IN
Sodium tartrate	C0142931	IN
Sodium thiosalicylate	C0304347	IN
Sodium	C0037473	IN
Soframycin	C0731393	BN
Solage	C1170612	BN
Solaquin Forte	C0723388	BN
Solaraze	C0939478	BN
Solarcaine Aerosol	C0723389	BN
Solarcaine Plus Aloe	C0723390	BN
Solarcaine	C0307645	BN
Solatene	C0728799	BN
Solfenacin Succinate	C1578241	IN
Solfenacin	C1578240	IN
Solfoton	C0723391	BN
Solganol	C0728786	BN
Solia	C1613593	BN
Solian	C0142988	BN
Solifenacin Succinate	C1509436	IN
Solifenacin	C1099677	IN
Soliris	C1744173	BN
Solis	C1256453	BN
SoloGuai	C1703847	BN
Solodyn	C1703439	BN
Solprin	C0012733	BN
Soltamox	C1515205	BN
Solu-Cortef	C0701088	BN
Solu-Medrol	C0701466	BN
Solu-Medrone	C0592123	BN
Solu-Phyllin GG	C0723392	BN
Solurex LA	C0723394	BN
Solurex	C0723393	BN
Soma Compound with Codeine	C0723396	BN
Soma Compound	C0723395	BN
Soma brand of carisoprodol	C0702216	BN
Somatonorm	C1263296	BN
Somatostatin	C0037659	IN
Somatotropin	C0037663	IN
Somatropin	C0169964	IN
Somavert	C1174777	BN
Sominex Maximum Strength	C0723397	BN
Sominex Pain Relief Formula	C0307660	BN
Sominex	C0592125	BN
Somnicaps	C0723398	BN
Somnite	C0700010	BN
Somnote	C1170615	BN
Sonata	C0876170	BN
Sone-4	C1589492	BN
Soneryl	C0592126	BN
Soni-Slo	C0590725	BN
Soniazio	C1602524	BN
SonoRx	C0723399	BN
Soothe Caplets	C1724084	BN
Soothe Chewable	C1724088	BN
Soothe Maximum Strength	C1724218	BN
Soothe Regular Strength	C1724222	BN
Soothelip Cold Sore	C0731394	BN
Soprodal	C1601974	BN
Sorbichew	C0590727	BN
Sorbid SA	C0590729	BN
Sorbitol	C0037688	IN
Sorbitrate	C0590730	BN
Sorbutuss	C0723401	BN
Sore Throat Spray-Cherry	C0723403	BN
Sore Throat Spray-Menthol	C0723404	BN
Sore Throat brand of Phenol	C0723402	BN
Soriatane	C0678135	BN
Sorine	C0939479	BN
Sotacor	C0592127	BN
Sotalol Hydrochloride	C0026289	IN
Sotalol	C0037707	IN
Sotradecol Sodium	C0087006	BN
Sotret	C1330536	BN
Soy Proteins	C0074926	IN
Soy protein-iron complex	C0304933	IN
Soybean Lecithin	C1617265	IN
Soybean Oil	C0037732	IN
Soybean preparation	C0947608	IN
Spacol T/S	C1628291	BN
Spacol	C0723406	BN
Spantuss HD	C0723408	BN
Sparine	C0033598	BN
Spasdel	C1171374	BN
Spasdell	C1602301	BN
Spasmolin	C0723409	BN
Spasmonal Forte	C0595711	BN
Spasmonal	C0592129	BN
Spasquid	C0723410	BN
Spastolate	C0723411	BN
Spastrin	C0723412	BN
Spec-T Sore Throat/Cough Suppressant	C0723414	BN
Spec-T Sore Throat/Decongestant	C0723415	BN
Spec-T	C0723413	BN
Special C	C0723417	BN
Spectazole	C0723418	BN
Spectinomycin Hydrochloride	C0887525	IN
Spectinomycin	C0001268	IN
Spectracef	C0969483	BN
Spectrobid	C0723419	BN
Spectrocin Plus	C0876171	BN
Spectrum-4	C0723421	BN
Spigelia marilandica preparation	C0939814	IN
Spiramycin	C0037962	IN
Spiretic	C0592130	BN
Spiriva	C0905678	BN
Spiroctan	C0592132	BN
Spirolone	C0592134	BN
Spirono	C1601350	BN
Spironol	C0723422	BN
Spironolactone Plus	C0723423	BN
Spironolactone	C0037982	IN
Spirospare	C0592135	BN
Spirulina	C1095785	IN
Spirva Handihaler	C1602699	BN
Sporanox-Pulse	C0592773	BN
Sporanox	C0699614	BN
Sports Pain Relief Rub	C1637800	BN
Sportscreme	C0723424	BN
Sprintec	C1170616	BN
Sprycel	C1723829	BN
Squalene	C0038071	IN
Squill extract	C0305070	IN
Sronyx	C1724099	BN
St. Joseph Adult Chewable Aspirin	C0307670	BN
St. Joseph Aspirin Adult EC	C0939480	BN
St. Joseph Aspirin-Free	C0723430	BN
St. Joseph Aspirin	C0723429	BN
St. Joseph Cough Suppressant	C0723431	BN
Stabec	C1588991	BN
Stabillin V-K	C1171485	BN
Stadol	C0038119	BN
Staflex	C1330537	BN
Stafoxil	C0592136	BN
Stagesic-10	C1170617	BN
Stagesic	C0723433	BN
Stahist	C0723434	BN
Stalevo 100	C1330538	BN
Stalevo 150	C1330539	BN
Stalevo 50	C1330540	BN
Stamoist E	C0723435	BN
Stamoist LA	C0723436	BN
Stanback Analgesic	C0723437	BN
Stangard	C1614711	BN
Stanimax Gel	C0723438	BN
Stanimax Perio Rinse	C0723439	BN
Stanley-Linctus	C1588507	BN
Stanley-Syrup	C1601908	BN
Stannous Fluoride	C0038143	IN
Stanozolol	C0038149	IN
Staphcillin	C0038155	BN
Staphlipen	C1161448	BN
Star-Otic	C0723440	BN
Starch	C0038179	IN
Starflex	C1170618	BN
Starlix	C1323198	BN
Stasis Hemostyptic	C1702709	BN
Stat Awake	C0723441	BN
Stat Gel FS Pro	C1589057	BN
Staticin	C0143598	BN
Statobex	C0723442	BN
Statrol	C1813579	BN
Statuss DM	C1590675	BN
Statuss Green	C0723444	BN
Statuss	C0723443	BN
Stavudine	C0164662	IN
Stay Alert	C0723445	BN
Stay Awake	C0723446	BN
Staycept	C0592137	BN
Stelazine	C0733842	BN
Stemetil Eff	C0731399	BN
Stemetil	C0592139	BN
Ster-Zac-bath	C1263040	BN
Sterapred DS	C0723448	BN
Sterapred	C0723447	BN
Sterexidine	C0731405	BN
Steri-Amp Sodium chloride	C0731406	BN
Steri-Neb Ipratropium	C0731409	BN
Steri-Neb Salamol	C0731410	BN
Steribath	C1263187	BN
Sterijet Sodium chloride	C0731413	BN
Steripod Blue	C0731414	BN
Steripod Pink	C0731415	BN
Steroform	C0723449	BN
Sterogyl	C1177034	BN
Stesolid	C0699189	BN
Stiedex LP	C0731418	BN
Stiedex	C0731417	BN
Stiemycin	C0731419	BN
Stigmasterol	C0038329	IN
Stilline	C0592552	BN
Stilnoct	C0592140	BN
Stilphostrol	C0728967	BN
Stimate	C1330542	BN
Stimlor	C0731420	BN
Stinging Nettle Extract	C1618310	IN
Stintisone	C1171515	BN
Stomach Relief Extra Strength	C0723453	BN
Stomach Relief	C0723452	BN
Stomax	C0723454	BN
Stool Softener Plus	C0723455	BN
Stool Softener brand of docusate sodium	C1154263	BN
Stool-Lax	C0723456	BN
Stop Lice Maximum Strength	C1726088	BN
Stop brand of fluoride	C0723457	BN
Stopain Extra Strength	C1170620	BN
Stopain	C0723458	BN
Strattera	C1176420	BN
Strawberry C	C0723459	BN
Streptase	C0699213	BN
Streptodornase	C0038415	IN
Streptokinase	C0038418	IN
Streptomycin Sulfate	C0038426	IN
Streptomycin	C0038425	IN
Streptozocin	C0038432	IN
Stress Liquid	C0723467	BN
Stress Maximum Strength	C0721611	BN
Stress bismuth subsalicylate	C0723460	BN
Stri-Dex Clear Gel	C0723470	BN
Stri-Dex Face Wash	C0723472	BN
Stri-Dex	C0723469	BN
Striant	C1330543	BN
Strifon Fort	C0723476	BN
Stromectol	C0723477	BN
Strong Caps	C0723478	BN
Strontium-89 chloride	C0919292	IN
Strontium-89	C0281385	IN
Strychnine	C0202474	IN
Strychnos ignatii preparation	C0939815	IN
Stye brand of yellow mercuric oxide	C0723484	BN
Styramate	C0301418	IN
Su Tuss HD	C1602357	BN
Su-Tuss DM	C0939483	BN
Su-Tuss HD Elixir	C0723485	BN
Sublimaze	C0015845	BN
Sublimine	C1724531	BN
Subutex	C0006404	BN
Succimer	C0012384	IN
Succinic Acid	C0075429	IN
Succinylcholine Iodide	C0877832	IN
Succinylcholine	C0038627	IN
Suclor	C1330544	BN
Sucraid	C0723486	BN
Sucralfate	C0038633	IN
Sucrets DM	C1813354	BN
Sucrets	C1512094	BN
Sucrose	C0038636	IN
Suda-Tussin DM	C0723487	BN
SudaHist	C1961912	BN
SudaTex-DM	C1961917	BN
Sudafed 12-Hour	C0723488	BN
Sudafed Child Cold & Cough	C1330545	BN
Sudafed Child Nasal Decongestant	C0723489	BN
Sudafed Cold and Cough Liquicaps	C0723490	BN
Sudafed Cold and Sinus	C0723491	BN
Sudafed Cough Syrup	C0307704	BN
Sudafed Cough	C0723492	BN
Sudafed Non Drying Sinus	C0723493	BN
Sudafed PE Cold & Cough	C1949062	BN
Sudafed PE Nighttime Cold	C1879186	BN
Sudafed PE Nighttime Decongestant	C1878968	BN
Sudafed PE Severe Cold	C1634016	BN
Sudafed PE Sinus & Allergy	C1739445	BN
Sudafed PE Sinus Headache	C1634015	BN
Sudafed PE	C1634017	BN
Sudafed Plus	C0592145	BN
Sudafed Severe Cold	C0723494	BN
Sudafed Sinus & Allergy	C1646251	BN
Sudafed Sinus Headache	C1647298	BN
Sudafed Sinus Nighttime	C1170628	BN
Sudafed Sinus	C0723495	BN
Sudafed	C0700727	BN
Sudal 120/600	C0723496	BN
Sudal 12	C1601694	BN
Sudal 60/500	C0723497	BN
Sudal DM	C1170629	BN
Sudal SR	C1330548	BN
Sudal	C1588519	BN
Sudatex DM	C1961917	BN
Sudatex	C1588489	BN
Sudatuss 2 DF	C1590324	BN
Sudatuss 2	C1589959	BN
Sudatuss DM	C1590232	BN
Sudatuss SF	C1589962	BN
Sudex	C1813235	BN
Sudo Chlor Time Release	C1601790	BN
Sudodrin	C1170630	BN
Sudogest PE	C1634018	BN
Sudogest Plus	C0723500	BN
Sudogest Sinus Maximum Strength	C0723501	BN
Sudogest	C0723499	BN
Sudrine	C0723502	BN
Sufenta	C0733851	BN
Sufentanil Citrate	C0162792	IN
Sufentanil	C0143993	IN
Sular	C0723503	BN
Sulbactam Sodium	C0282355	IN
Sulbactam	C0038665	IN
Sulbenicillin	C0038666	IN
Sulconazole nitrate	C0144004	IN
Suleo-C	C0731422	BN
Suleo-M	C0731423	BN
Sulf-10	C0723504	BN
Sulf-15	C1588039	BN
Sulfac 10%	C0723506	BN
Sulfacet Sodium	C0723507	BN
Sulfacet-R	C0723508	BN
Sulfacetamide Sodium	C0282356	IN
Sulfacetamide	C0038670	IN
Sulfadiazine	C0038675	IN
Sulfadimethoxine	C0038676	IN
Sulfadoxine	C0038679	IN
Sulfaguanidine	C0038681	IN
Sulfalax Calcium	C0723510	BN
Sulfalene	C0038683	IN
Sulfamag	C0723511	BN
Sulfamerazine	C0038684	IN
Sulfamethazine	C0038686	IN
Sulfamethizole	C0038687	IN
Sulfamethoxazole	C0038689	IN
Sulfamethoxypyridazine	C0038693	IN
Sulfamoxole	C0038700	IN
Sulfamylon Acetate	C0723513	BN
Sulfamylon	C0809894	BN
Sulfanilamide	C0038702	IN
Sulfapyridine	C0038710	IN
Sulfasalazine	C0036078	IN
Sulfatol	C1638333	BN
Sulfatrim Pediatric	C0723515	BN
Sulfatrim	C0723514	BN
Sulfazin	C0949430	BN
Sulfimycin	C0723517	BN
Sulfinpyrazone	C0038742	IN
Sulfisomidine	C0038744	IN
Sulfisoxazole Diolamine	C0038746	IN
Sulfisoxazole	C0038745	IN
Sulfo-Lo	C0723518	BN
Sulfoam	C0723519	BN
Sulfobromophthalein Sodium	C0700558	IN
Sulfobromophthalein	C0038753	IN
Sulforcin	C0723520	BN
Sulfoxyl Regular	C0723521	BN
Sulfoxyl Strong	C0723522	BN
Sulfur	C0038774	IN
Sulfuric acid	C0038784	IN
Sulindac	C0038792	IN
Sulmasque	C0723524	BN
Sulpak	C1590115	BN
Sulparex	C0592146	BN
Sulpho-Lac	C0723525	BN
Sulpiride	C0038803	IN
Sulpitil	C0731424	BN
Sulster	C0723527	BN
Sultamicillin tosylate	C0771643	IN
Sultan Topex	C1703221	BN
Sultrex Pediatric	C1589103	BN
Sultrin Triple Sulfa	C0723528	BN
Sumatriptan Succinate	C0206599	IN
Sumatriptan	C0075632	IN
Summers Eve Anti-Itch	C1649655	BN
Sumox	C1601765	BN
Sumycin	C0723529	BN
Sunbalance	C1737826	BN
Sunkist Vitamin C	C0723533	BN
Sup Pain Med	C0723534	BN
Supac	C0723535	BN
Supartz	C1170631	BN
Super C-500	C1165269	BN
Super Calcium	C0723539	BN
Superfed	C0723543	BN
Superoxide Dismutase	C0038838	IN
Superoxol	C0699404	BN
Suphedrin Sinus	C0723547	BN
Suphedrin	C0723545	BN
Suphedrine Plus	C0723548	BN
Suphenamine-SR	C0723549	BN
Suphera	C1588572	BN
Supprelin	C0723551	BN
Supramine	C1602170	BN
Suprane	C0592148	BN
Suprax	C0678177	BN
Supred	C0723552	BN
Suprefact	C0600174	BN
Suprofen	C0038878	IN
Sur-Q-Lax	C0723553	BN
Suramin	C0038880	IN
Sure-Amp Bupivacaine	C0731426	BN
Sure-Amp Lignocaine hydrochloride	C0731428	BN
Sure-Amp Potassium chloride strong	C0731427	BN
Sure-Amp Sodium chloride	C0731429	BN
Surelac	C0723555	BN
Surem	C1263605	BN
Surfak Stool Softener	C0723556	BN
Surgam	C0678167	BN
Surgident	C0075661	BN
Surmontil	C0728956	BN
Surpass Extra Strength	C0939486	BN
Surpass	C0939485	BN
Survanta Intratracheal	C0723557	BN
Sus-Phrine Injection	C0307738	BN
Suscard	C0590711	BN
Suspen	C1171375	BN
Sustac	C0699225	BN
Sustachron ER	C1602866	BN
Sustaire	C0700826	BN
Sustamycin	C0699126	BN
Sustanon	C0075665	BN
Sustiva	C0674427	BN
Sutent	C1698963	BN
Suttar 2	C1590332	BN
Suxamethonium Bromide	C0392145	IN
Suxamethonium Chloride	C0012792	IN
Swan	C1962049	BN
Swim Ear	C0723559	BN
Syllact	C0723560	BN
Syllamalt	C0723561	BN
SymTan A	C1879153	BN
SymTan	C1654182	BN
Symadine	C0723562	BN
Symax SL	C0723563	BN
Symax SR	C0723564	BN
Symax	C1602476	BN
Symbicort	C1121854	BN
Symbioflor 2	C1589224	BN
Symbioflor	C1602073	BN
Symbyax 12/25	C1961948	BN
Symbyax 12/50	C1961942	BN
Symbyax 3/25	C1961951	BN
Symbyax 6/25	C1961939	BN
Symbyax 6/50	C1961945	BN
Symbyax	C1330549	BN
Symlin	C1174780	BN
Symmetrel	C0026055	BN
Sympatol	C1171438	BN
Syn-Rx DM	C0723566	BN
Syn-Rx	C0723565	BN
Synacthen Depot	C0144241	BN
Synadrin	C1262608	BN
Synagis	C0723567	BN
Synalar 1:10	C1186917	BN
Synalar 1:4	C0731431	BN
Synalar-C	C0614613	BN
Synalar	C0728792	BN
Synalgos-DC	C0723569	BN
Synandone	C1262729	BN
Synarel	C0131793	BN
Synemol	C0728790	BN
Synephrine tartrate	C0771625	IN
Synephrine	C0039086	IN
Synera	C1646052	BN
Synercid	C0526512	BN
Synflex	C0002800	BN
Synkavite	C0144270	BN
Syntaris	C0592153	BN
Syntest DS	C1170633	BN
Syntest HS	C1170634	BN
Synthroid	C0728762	BN
Syntocinon	C0592155	BN
Synvisc	C0723570	BN
Syprine	C0723571	BN
Syrex	C1612497	BN
Syscor MR	C0731432	BN
Systane	C1655274	BN
Sytobex	C0723572	BN
T Tanna DM	C1170636	BN
T- Koff	C0723573	BN
T-Athlete	C0723574	BN
T-Diet	C0723575	BN
T-Gesic	C0723576	BN
T-Painol Extra Strength	C0723580	BN
T-Painol	C0723579	BN
T-Panol	C0723581	BN
T-Phyl	C0700840	BN
T-Stat	C0699351	BN
T-Tussin DM	C0723583	BN
T-Tussin PE	C0723584	BN
T-Tussin	C0723582	BN
T/Gel Conditioner	C0723586	BN
T/Gel	C0730902	BN
TAC 3	C0723587	BN
TALAMPICILLIN NAPSYLATE	C0771027	IN
TANDEM	C0075804	BN
TAO brand of troleandomycin	C0702222	BN
TASONERMIN	C0937851	IN
TAZOBACTAM SODIUM	C0724700	IN
TBC brand of balsam Peru/castor oil/trypsin	C0723588	BN
TDS Forte	C1588723	BN
TE Anatoxal Berna	C1602034	BN
TECHNETIUM Tc 99m SODIUM PERTECHNETATE	C0982433	IN
TEMAFLOXACIN HYDROCHLORIDE	C0957500	IN
TENONITROZOLE	C0771436	IN
TETRACYCLINE TRIHYDRATE	C0772198	IN
THENOATE LITHIUM	C0771880	IN
THEOBROMINE SOD SALICYLATE	C0772255	IN
THEOFIBRATE	C0772018	IN
THIOBUTABARBITAL SODIUM	C0982435	IN
THONZONIUM BROMIDE	C0724705	IN
THONZONIUM	C0772395	IN
THURFYL SALICYLATE	C0772484	IN
THYMOPENTIN ACETATE	C0772079	IN
THYROID (BEEF)	C1118156	IN
THYROID (PORK)	C0770555	IN
THYROID STRONG	C0770556	IN
TIBEZONIUM IODIDE	C0772481	IN
TICK-BORN ENCEPHALITIS VACC	C0772041	IN
TIEMONIUM	C0771438	IN
TINDAMAX	C1601334	BN
TINZAPARIN SODIUM,PORCINE	C0771209	IN
TIROFIBAN HYDROCHLORIDE	C0795668	IN
TIROPRAMIDE HCL	C0771984	IN
TNKase	C0939487	BN
TOCOPHEROL,DL-ALPHA	C1323100	IN
TOCOPHERYL ACID SUCCINATE,D-ALPHA	C0982437	IN
TORMENTIL	C0772397	IN
TOXICODENDRON Preparation	C0939817	IN
TPN/CVP Dressing Change	C1589662	BN
TRICARBAURINIUM	C0771678	IN
TRICHOPYTON MENTAGROPHYTES	C0795669	IN
TRIETHANOLAMINE POLYPEPTIDE OLEATE CONDENSATE	C0077091	IN
TRIFLUPERIDOL HCL	C0771385	IN
TRIMETAZIDINE DI-HCL	C0770950	IN
TRIMETHOPRIM SULFATE	C0724713	IN
TRIMETHOXYBENZENE	C1117793	IN
TROMANTADINE HCL	C0771734	IN
TROPATEPINE HCL	C0771440	IN
TROPISETRON HYDROCHLORIDE	C0771211	IN
TRYPSIN-CHYMOTRYPSIN	C0993235	IN
TRYPSIN	C0041236	IN
TUSS AX	C1601365	BN
TUSS HC	C0723959	BN
TUSS PD	C0723961	BN
TUSSILAGO PETASITES	C1166255	IN
TYRAMINE HCL	C0772223	IN
Tab-Profen	C0723593	BN
Tabloid	C0591704	BN
Tacalcitol	C0953467	IN
Tacaryl	C0723594	BN
Tace (brand name)	C0723595	BN
Tachyrol	C1177036	BN
Tacrine Hydrochloride	C0771182	IN
Tacrine	C0039245	IN
Tacrolimus	C0085149	IN
Tadenan	C0058623	IN
Tagamet 100	C0730904	BN
Tagamet HB	C0723596	BN
Tagamet	C0592157	BN
Talacen	C0307768	BN
Taladine	C1601141	BN
Talampicillin	C0039266	IN
Talc	C0039267	IN
Talpen	C0684197	BN
Talwin Compound	C0307771	BN
Talwin Lactate	C0723597	BN
Tambocor	C0592158	BN
Tamiflu	C0876173	BN
Tamofen	C0592159	BN
Tamoxifen Citrate	C0079589	IN
Tamoxifen	C0039286	IN
Tamsulosin hydrochloride	C0771774	IN
TanDur DM	C1873853	BN
Tana DM	C1590408	BN
Tanac brand of benzalkonium-benzocaine	C1815411	BN
Tanacof DM	C1601520	BN
Tanacof	C1724576	BN
Tanafed DM	C1170640	BN
Tanafed DMX	C1170638	BN
Tanafed DP	C1170639	BN
Tanafed	C0723598	BN
Tanamine Pediatric	C0723600	BN
Tanamine	C0723599	BN
Tandem F	C1713582	BN
Tanderil	C1578181	BN
Tannate 12 S	C1631107	BN
Tannate 12D S	C1330552	BN
Tannate DMP-DEX	C1615835	BN
Tannate Pediatric	C1695679	BN
Tannate-12 Susp	C0939488	BN
Tanni-Hist 12 RF	C1170642	BN
Tanni-Hist 12	C0939489	BN
Tannic Acid	C0039294	IN
Tannic-12 S	C1170643	BN
Tannic-12	C0939490	BN
Tannihist 12 RF	C1589139	BN
Tannihist-12D	C1631108	BN
Tanoral Pediatric	C0723602	BN
Tanoral-S Pediatric	C1170644	BN
Tanoral	C0723601	BN
Tapazole	C0728778	BN
Tara-8	C1587962	BN
Tarabine PFS	C0723603	BN
Taractan	C0878038	BN
Tarceva	C1135136	BN
Targocid	C0678137	BN
Targretin Topical	C0939727	BN
Targretin	C0813158	BN
Tarka	C0595471	BN
Tarsum	C0723604	BN
Tasmar	C0595276	BN
Taurine	C0039350	IN
Tavegil	C0592162	BN
Tavist Allergy/Sinus/Headache	C0939491	BN
Tavist Allergy	C0876174	BN
Tavist NightTime Allergy	C1330553	BN
Tavist Non-Sedating	C1330554	BN
Tavist Sinus	C0876175	BN
Tavist-1	C0723605	BN
Tavist-DA	C0939492	BN
Tavist-D	C0723606	BN
Tavist	C0086020	BN
Taxadone	C1601315	BN
Taxol	C0678133	BN
Taxotere	C0699967	BN
Tazicef Novaplus	C1813437	BN
Tazicef	C0700860	BN
Tazidime	C0700856	BN
Tazorac	C0723607	BN
Taztia	C1330555	BN
Tea Tree Oil	C0216194	IN
Tearisol	C0733485	BN
Tears Again Hydrate	C1949030	BN
Tebamide Pediatric	C0876178	BN
Tebamide	C0876177	BN
Technetium 99m	C0303611	IN
Technetium Tc 99m Disofenin	C0075932	IN
Teczem	C0723621	BN
Tedrigen	C0723622	BN
Tegafur	C0016778	IN
Tegaserod maleate	C1137921	IN
Tegison	C0723623	BN
Tegopen	C0700959	BN
Tegretol XR	C0592163	BN
Tegretol	C0700087	BN
Tegrin Medicated	C0723625	BN
Tegrin-LT Lice Spray	C0723627	BN
Tegrin-LT Shampoo	C0723629	BN
Teicoplanin	C0145106	IN
Tekturna	C1870961	BN
Teladar	C0723630	BN
Teldrin HBP	C1878909	BN
Teldrin	C0723631	BN
Telepaque	C0795742	BN
Temaril	C0701317	BN
Temazepam Gelthix	C0730912	BN
Temazepam	C0039468	IN
Temetex	C0950323	BN
Temodar	C0876179	BN
Temopen	C0700490	BN
Temovate E	C1619331	BN
Temovate	C0376978	BN
Tempo brand of antacid	C0920345	BN
Tempra 1	C0723633	BN
Tempra 2	C0723634	BN
Tempra 3	C0723635	BN
Tempra Quicklets	C0723636	BN
Tempra	C0307802	BN
Ten-K	C0723637	BN
Tenake	C0723638	BN
Tencet	C0723639	BN
Tenchlor	C0592164	BN
Tencon	C0723640	BN
Tenecteplase	C0872913	IN
Tenex	C0242580	BN
Teniposide	C0039512	IN
Tenkicin	C0595009	BN
Tenkorex	C0592166	BN
Tenofovir disoproxil fumarate	C1099776	IN
Tenofovir	C0384228	IN
Tenoret	C1323178	BN
Tenoretic	C0076095	BN
Tenormin	C0592168	BN
Tensilon	C0699082	BN
Tension Headache brand of acetaminophen-phenyltoloxamine	C0723643	BN
Tensipine MR 10	C0730914	BN
Tensipine MR 20	C0730915	BN
Tensium	C0592170	BN
Tensopril	C0732272	BN
Tenuate Dospan	C0723645	BN
Tenuate	C0723644	BN
Teoptic	C0730916	BN
Tepanil	C1448391	BN
Tequin Teqpaq	C0939495	BN
Tequin	C0876180	BN
Tera Gel	C0939496	BN
Terak	C0723646	BN
Teramine ER	C0939497	BN
Teramine	C0723647	BN
